form='påstådda'	lemma='påstå'	Case=Nom|Definite=Def|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Den nya mattens påstådda amerikanska härkomst då?
form='anlagda'	lemma='lägga_an'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Man kan tala om: staden där katedralen (kyrkan) utgjort centrum; hantverkare och köpmän fick i början sin utkomst genom den efterfrågan kyrkans folk skapade. staden där en borg, ett slott utgjort centrum; i många medeltidsstäder låg staden nedanför borgen, som var belägen i förnäm avskildhet på en höjd. I andra städer t.ex. under barockens tidevarv, utgjorde slottet centrum i staden; mot det inriktades hela gatunätet. den anlagda staden; du möter den inte enbart i antikens värld, t.ex. i de grekiska kolonistäderna på Sicilien. Till denna typ kan också räknas den socialistiska staden, t.ex. Miljutin i Sovjetunionen, med dess konsekventa uppdelning i områden för produktion, administration och bostäder och med stora grönområden, som skiljer industrierna från bostadsregionen. I Sverige möter du dessa anlagda städer i t.ex. Borås, Kristianstad, Kalmar, Karlskrona, Kiruna och i en ort som Domnarvet. handelsstaden; dess ekonomiska liv är baserat på fjärrhandeln, dess centrala byggnader är rådhuset och storföretagarnas palatsliknande bostäder. Amsterdams centrum är i våra dagar ett exempel på denna 1600-talets borgerliga patricierstad. industristaden; ibland uppstod den med en gammal handels- eller kyrkostad som centrum, ibland är den helt och hållet en skapelse av 1800-talet. universitetsstaden; i några fall utgör universitetet och studenterna fortfarande stadens ekonomiska grundval, i andra fall har en senare industristad vuxit upp kring den lilla universitetsorten, som t.ex. i Lund och Uppsala. garnisonsstaden; i vissa fall har de militära förbandens förläggning blivit av avgörande betydelse, t.ex. i Boden. järnvägsstaden; då Nils Ericsson planlade det svenska stambanenätet på 1850-talet lät han dra järnvägarna genom till stor del obebyggda trakter.
form='sammanlagda'	lemma='sammanlägga'	Case=Nom|Definite=Def|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Jordens sammanlagda befolkning ökar f n med 70-80 miljoner människor om året, och ökningen är störst där människorna är fattigast.
form='avlagda'	lemma='lägga_av'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Också i fråga om avlagda högre akademiska examina leder männen överlägset.
form='byggda'	lemma='bygga'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	För hus byggda senare räknade man fram en skälig hyra, som grundade sig på produktionskostnader, ränteutgifter och utgifter för skötsel av fastigheten.
form='invigda'	lemma='inviga'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Under de första tre försöken i varje grupp svarade alla rätt, men från och med det fjärde svarade alla de invigda fel, men fel på ett likartat sätt.
form='förlängda'	lemma='förlänga'	Case=Nom|Definite=Def|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Självfallet medför denna förlängda skolgång - utbildningssamhället - ekonomiska påfrestningar både för familje- och statsbudgeten.
form='Utestängda'	lemma='utestänga'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Utestängda
form='Förtida'	lemma='förtida'	Case=Nom|Degree=Pos	in_treebanks={None}	Förtida uttag ger lägre pension
form='höjda'	lemma='höja'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Omkring en miljon äldre får sina pensioner höjda indirekt genom KPI.
form='betalda'	lemma='betala'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Riskerna för olycksfall, förgiftningar och yrkesskador är större i de sämre betalda jobben.
form='valda'	lemma='välja'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	För bildtolkens användning i Skandinavien utnyttjas f.n. sju språk, valda med hänsyn till frekvens av utlänningar i vårt land.
form='utvalda'	lemma='utvälja'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	De eventuella skillnader man finner mellan kibbutz- och moshavbarn borde kunna hänföras till skillnad i uppfostran, förutsatt att de barngrupper man undersöker är tillräckligt stora och utvalda på riktigt sätt.
form='frånskilda'	lemma='frånskilja'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Dåligt avlönade okvalificerade jobb är oftast det enda som står de frånskilda och änkorna till buds.
form='Särskilda'	lemma='särskild'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Särskilda regler gäller för * skattskyldig som varit bosatt här i riket under en mindre del av beskattningsåret * skattskyldig som haft inkomst som beskattas enligt förordningen om sjömansskatt.
form='åtskilda'	lemma='åtskilja'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Motortrafikleden behöver dock till skillnad mot motorvägen inte ha åtskilda körbanor för de båda trafikriktningarna.
form='framställda'	lemma='framställa'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	En grupp av rent syntetiskt framställda ämnen, fentiazinföreningarna, har fått stor betydelse som lugnande medel.
form='säkerställda'	lemma='säkerställa'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Thord Erasmie, lektor i pedagogik och psykologi, påpekar att i de renodlade personlighetsvariablerna är skillnaderna stora och säkerställda mellan könen.
form='återställda'	lemma='återställa'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Med moderna metoder kan man få ungefär en fjärdedel av de schizofrena nästan helt återställda och hälften någorlunda förbättrade, medan en fjärdedel blir kroniskt sjuka och därvid alltmer psykiskt avtrubbade.
form='fastställda'	lemma='fastställa'	Case=Nom|Definite=Def|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Barnens hus tänker jag mej hellre av modell äldre villa med stora och små rum, fantasieggande prång och skrubbar, dit man kan dra sej tillbaka i ensamhet eller med sin bästis, än som hyperhygieniska och lättstädade lokaler där allt har sitt fastställda ändamål.
form='fastställda'	lemma='fastställa'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Man förutsätter att alla ska anpassa sig till de tider som en gång är fastställda.
form='dolda'	lemma='dölja'	Case=Nom|Definite=Def|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	En av de främsta orsakerna till den dolda arbetslösheten och behovet av socialhjälp hos kvinnor i dagens Sverige är just bristen på god barntillsyn.
form='anmälda'	lemma='anmäla'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Antalet anmälda brottsbalksbrott för 1965 och följande år bör endast med stor försiktighet jämföras med tidigare år.
form='arbetsanmälda'	lemma='arbetsanmäla'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Det fanns 230000 arbetsanmälda utländska medborgare i Sverige den 1 oktober 1970.
form='dömda'	lemma='döma'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Flertalet värnpliktiga är dömda till för tidig hörselnedsättning.
form='berömda'	lemma='berömma'	Case=Nom|Definite=Def|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Det är i detta sammanhang som aposteln Paulus yttrar sitt berömda:
form='berömda'	lemma='berömma'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Ryssarna är berömda för sin matematikpedagogiska forskning.
form='Enda'	lemma='enda'	Case=Nom|Degree=Pos	in_treebanks={None}	Enda möjligheten att motverka bostadsbristen är att bygga ännu mera.
form='nämnda'	lemma='nämna'	Case=Nom|Definite=Def|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Det ovan nämnda hormonet uppträder i tillräcklig mängd i urinen först ca 10 dagar efter den dag den uteblivna menstruationen skulle ha börjat.
form='nämnda'	lemma='nämna'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	De tidigare nämnda lugnande medlen har samma verkningar, men det tar betydligt längre tid och fordrar betydligt större doser.
form='Kända'	lemma='känd'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Kända exempel är fiskarnas stim, vargarnas flockar och hovdjurens hjordar.
form='godkända'	lemma='godkänna'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Men även de bilar som blir godkända har stora brister.
form='igenkända'	lemma='känna_igen'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Att små barn inte skulle kunna ta emot och ge värme till flera personer, om dessa bara uppfyller kravet att vara igenkända och älskade av barnen, finns det inga vetenskapliga belägg för.
form='Goda'	lemma='god'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Goda resultat har vunnits med t.ex. helt finsktalande patienter vid Lunds lasarett.
form='gjorda'	lemma='göra'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	År 1951 gjorde den engelske läkaren J. Bowlby för WHO:s räkning en sammanställning av dittills gjorda undersökningar över hur späda och små barn, som för någon tid helt skilts från sin mor, utvecklas.
form='nyttiggjorda'	lemma='nyttiggöra'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Eftersom samtidigt verkningsgraden höjts, kan vi räkna med att konsumtionsstegringen av den nyttiggjorda energin varit betydligt högre än dessa värden.
form='smorda'	lemma='smörja'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Låsen ska vara ordentligt smorda - skaffa en låsspray att ha i beredskap.
form='inlärda'	lemma='lära_in'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	De flesta av de rollförväntningar vi har på varandra av könsrollskaraktär är inlärda och hör samman med den kultur vi lever i.
form='sammanförda'	lemma='sammanföra'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Uppgifterna i del 2 beträffande alla adressorter (ortnamn), som ligger inom Göteborgs stad resp Stockholms stad, är sammanförda i två särskilda avsnitt, ett för vardera staden.
form='införda'	lemma='införa'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Man fortsatte därför även efter kriget den år 1942 införda hyresregleringen.
form='utförda'	lemma='utföra'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Det biologiska faktum att kvinnan föder barnet och att barnet under de första levnadsåren är starkt beroende av modern (eller motsvarande omsorger) sätter sin prägel på hela kvinnosläktet nära nog oavsett om kvinnan blir moder eller ej, oavsett det faktum att för de flesta kvinnor begränsar sig moderskapet till en period om högst femton - tjugo år av en totalaktivitet om fyrtio - femtio år, oavsett att kvinnan i allt större utsträckning är lika oumbärlig för familjestandarden som mannen, oavsett det förhållandet att samhället i så många olika former mer och mer, t.ex. genom förlängd skolplikt, övertar det traditionella i hemmet utförda uppfostringsarbetet.
form='störda'	lemma='störa'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Ett sådant operationsförfarande kan leda till 'normalisering' av den störda cirkulationen och kan understundom ge påfallande förbättringar i hjärnans funktion.
form='upplevda'	lemma='uppleva'	Case=Nom|Definite=Def|Number=Sing|Tense=Past|VerbForm=Part	in_treebanks={None}	Riktningen och längden av den upplevda rörelsen är till en början helt osystematiska.
form='Båda'	lemma='båda'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Båda könen anser att manlig dominans är vanligare än kvinnlig.
form='Röda'	lemma='röd'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Många hemmamammor gör idag i mån av tid stora insatser inom ideella föreningar, t.ex Röda Korset, scouting, bilkåren, kyrkligt församlingsarbete och som sjukhusvärdinnor för att nämna några exempel.
form='Händiga'	lemma='händig'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Händiga
form='Ständiga'	lemma='ständig'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Ständiga representanternas kommitte:
form='Heliga'	lemma='helig'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Heliga är dess förbindelser, heliga dess ändamål.
form='Rimliga'	lemma='rimlig'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Rimliga hyreskostnader för en sådan standardlägenhet skulle få motsvara högst 20 % av en industriarbetares inkomst.
form='Somliga'	lemma='somlig'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Somliga experter är djupt pessimistiska, andra mer optimistiska.
form='Manliga'	lemma='manlig'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Manliga sjuksköterskor blir i våra dagar ett nytt yrke även om manliga sjukskötare för mentalpatienter med samma uppgifter som sjuksköterskor funnits länge.
form='Föräktenskapliga'	lemma='föräktenskaplig'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Föräktenskapliga förbindelser
form='Lämpliga'	lemma='lämplig'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Lämpliga metoder för bekämpning av alla slag av skadegörare på den växande grödan måste också utarbetas.
form='Olämpliga'	lemma='olämplig'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Olämpliga föräldrar är inte samma outjämnbara handikapp som nu.
form='Naturliga'	lemma='naturlig'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Naturliga och mänskliga resurser skiftar liksom relationerna till omvärlden.
form='Statliga'	lemma='statlig'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Statliga lån till bostäder
form='Enhetliga'	lemma='enhetlig'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Enhetliga avgifter
form='Samtliga'	lemma='samtlig'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Samtliga tillvalsämnen ger lika behörighet till gymnasiestudier.
form='Dåliga'	lemma='dålig'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Dåliga förutsättningar för harmonisk samlevnad
form='Övriga'	lemma='övrig'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Övriga upplysningar
form='Värnpliktiga'	lemma='värnpliktig'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Värnpliktiga kategori E får uppgifter som det tar särskilt lång tid att lära.
form='Unga'	lemma='ung'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Unga herr far och unga fru mor sätter fortfarande bo med eget linneförråd och servis för tolv personer - och leken går bra så länge den ingenting kräver, d v s tills barnen å ena sidan kräver en vårdare på heltid, eller i den maskinellt topprustade lägenheten, på trekvartstid, medan arbetet å andra sidan kräver heltidsengagemang.
form='Många'	lemma='mången'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Många andra i samhället än löntagarna är också beroende av att deras levnadsstandard är värdeskyddad.
form='Många'	lemma='många'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Många svåra sjukdomar som malaria, smittkoppor och spetälska trängs alltmer tillbaka genom aktiva hälsovårdsinsatser.
form='många'	lemma='mången'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Om du tagits ut till längre tjänstgöring än många andra beror det på att man vid uttagningen funnit att just du har förutsättningar att klara de uppgifter och ta det ansvar som krävs av befäl och E-värnpliktiga.
form='Olika'	lemma='olik'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Olika former av inälvsmask härjar stora delar av Afrika, Asien och Latinamerika och nedsätter starkt arbetsförmågan.
form='Proteinrika'	lemma='proteinrik'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Proteinrika växter, främst baljväxter som ärter och bönor, inte minst den värdefulla sojabönan, bör få större odlingsarealer i tropikerna.
form='Utländska'	lemma='utländsk'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Utländska medborgare skall behandlas likvärdigt med svenska medborgare - detta är den vägledande regeln.
form='Nordiska'	lemma='nordisk'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	De nordiska deltagarna fattade där ett beslut om regionalt samarbete, som så småningom resulterade i Nordiska kommitten för modernisering av matematikundervisningen med bland andra lektor Hemer som ledamot.
form='Sociologiska'	lemma='sociologisk'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Sociologiska undersökningar visar att de traditionella uppfattningarna lever kvar med en envishet som skarpt kontrasterar med kvinnans ökade insatser i arbetslivet.
form='Hydrologiska'	lemma='hydrologisk'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	I vintras började SMHI, Sveriges Meterologiska och Hydrologiska Institut och SNV, Statens Naturvårdsverk, undersökningar av vattenförhållandena.
form='Meterologiska'	lemma='meterologisk'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	I vintras började SMHI, Sveriges Meterologiska och Hydrologiska Institut och SNV, Statens Naturvårdsverk, undersökningar av vattenförhållandena.
form='Psykiska'	lemma='psykisk'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Psykiska problem under uppväxttiden eller i vuxen ålder före graviditeten kan ge svårigheter under och efter en graviditet, visar undersökningen.
form='Kemiska'	lemma='kemisk'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Kemiska ämnen med psykiska verkningar
form='Ekonomiska'	lemma='ekonomisk'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Ekonomiska lagar om tillgång och efterfrågan kunde inte ensamma få styra byggnationens inriktning.
form='Biotekniska'	lemma='bioteknisk'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Biotekniska metoder för livsmedelsproduktion: industriell algodling, framställning av protein ur bergolja, framställning av fett och protein ur kolhydrat, framställning av essentiella aminosyror.
form='Autokinetiska'	lemma='autokinetisk'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Autokinetiska effekten , en fast ljuspunkt i ett absolut mörkt rum förefaller att röra sig.
form='Kriminalpolitiska'	lemma='kriminalpolitisk'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Se Sveri m.fl. , kap. Kriminalpolitiska åtgärder; Strahl, kap. 1; Åkerman, uppsatser av Börjeson och Gustafsson; Blomberg, kap. 3.
form='Kritiska'	lemma='kritisk'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Kritiska röster har ifrågasatt om familjerna är kapabla att ge sina medlemmar realistisk ledning och konstruktivt stöd, och om inte deras 'accepterande' av individen främjar resignation och ett undertryckande av produktivt missnöje som kunde ha lett till försök att övervinna svårigheter.
form='Statistiska'	lemma='statistisk'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Statistiska centralbyrån beräknar varje månad de genomsnittliga prisförändringarna för de varor och tjänster vi konsumerar.
form='Katolska'	lemma='katolsk'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	De olika kristna konfessionerna skiljer sig här åt en del, eftersom ju Katolska kyrkan betraktar äktenskapet som ett sakrament.
form='Svenska'	lemma='svensk'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Artikeln bygger främst på Unesco Courier, January 1970; Världshorisont 1, 1970; och Svenska FN-förbundets och skolöverstyrelsens studiehäfte 'Undervisning eller undergång'.
form='Medicinska'	lemma='medicinsk'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Medicinska undersökningar visar att de som är pigga på morgonen har en hög adrenalinproduktion då, medan de som har kvällsarbete och en sen dygnsrytm, exempelvis inom serviceyrken, har maximal adrenalinproduktion på kvällen.
form='Sjuka'	lemma='sjuk'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Sjuka barn vars föräldrar förvärvsarbetar kan få tillsyn i hemmet av barnvårdarinnor (barnsamariter).
form='Sociala'	lemma='social'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Sociala synpunkter på brottsligheten gör sig allt starkare gällande.
form='Sociala'	lemma='social'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Urinprov kan lämnas måndagar - fredagar mellan kl. 8.30 - 18.00 till RFSU-kliniken i Stockholm, Rosenlundsgatan 13, 3 tr. samt mellan kl. 9.30 - 18.00 till RFSU-kliniken i Göteborg, Sociala huset, ingång J.
form='Radikala'	lemma='radikal'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Radikala grupper har reagerat mot eländet på den engelska bostadsmarknaden och ockuperat tomma, rivningsfärdiga hus.
form='Lokala'	lemma='lokal'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Om du behöver det tidigare, eller inte fått det före den 1 september, kan du beställa det hos Lokala skattemyndigheten för det område där du är mantalskriven för år 1970.
form='Centrala'	lemma='central'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	- Att trycka och distribuera 90 miljoner valkuvert kostade samhället 3,5 miljoner kr senaste val, det nya förfarandet blir betydligt billigare, säger avdelningsdirektör Per-Ola Larsson vid Centrala folkbokförings- och uppbördsnämnden, CFU.
form='Totala'	lemma='total'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Totala kostnaden för en kraftstation utbyggd med fyra aggregat blir således ca 2 miljarder kronor.
form='riskabla'	lemma='riskabel'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	I skydd av den idealbildning som omger familjen har denna blivit vår mest riskabla samhälleliga institution, där nästan vilka fysiska och andliga brutaliteter som helst tillåts.
form='kapabla'	lemma='kapabel'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Om det skulle visa sig att den godtagbara dosen är opraktisk för atomkraftindustrin, så är Taylor övertygad om att myndigheterna, de opportunistiska politikerna, är kapabla att höja den utan vidare med motiveringen:
form='inkapabla'	lemma='inkapabel'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Föräldrar och barn bör med föräldrarnas ökade fritid få ökade möjligheter att ha roligt tillsammans, men ingendera är utlämnad åt den andra parten så som föräldrar nu kan känna sej utlämnade åt en alltför krävande fostraruppgift - liksom barn är totalt utlämnade åt inkapabla föräldrar.
form='dubbla'	lemma='dubbel'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	De innehåller över 10 milligram DDT per kilo, vilket är mer än dubbla tillåtna kvantiteten i USA.
form='Hela'	lemma='hel'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Hela adressen bör skrivas med rak vänsterkant.
form='Fossila'	lemma='fossil'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Fossila bränslen, bränslen som har sitt ursprung i gamla lämningar av växter och djur (främst kol och olja).
form='enkla'	lemma='enkel'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Det förefaller sannolikt att i tidiga, mycket enkla familjer de ekonomiska faktorerna spelade en större roll än sexualiteten för att hålla samman människorna i en familj.
form='enkla'	lemma='enkel'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Numera kan den enkla ansökan skickas med posten.
form='Speciella'	lemma='speciell'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Speciella tjänstebostäder för driftpersonalen kommer icke att uppföras.
form='Formella'	lemma='formell'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Formella tillstånd
form='Traditionella'	lemma='traditionell'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Traditionella uppfattningar och missuppfattningar om könsrollerna inom arbetsliv och på arbetsmarknaden.
form='Sexuella'	lemma='sexuell'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Sexuella frågor är frågor som hör samman med att människorna föds till olika kön, till man eller kvinna.
form='lilla'	lemma='liten'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Pappan lär bäst känna sitt lilla barn genom att hjälpa till med att sköta det.
form='Stilla'	lemma='stilla'	Case=Nom|Degree=Pos	in_treebanks={None}	Stora högmekaniserade fiskeflottor med utrustning för konservering av fångsterna ombord eller vid baser i andra länder bedriver nu ett intensivt fiske inte bara på de gamla rika fångstplatserna i Nordatlanten och norra delen av Stilla oceanen utan också i övriga delar av dessa hav och i Indiska oceanen.
form='Gamla'	lemma='gammal'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Gamla tiders hemmafruideal får näring från den anda av romantiska föreställningar och erotisk könsmystik som förmedlas av stora delar av massmedia.
form='Gamla'	lemma='gammal'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Medan i Gamla testamentet polygami accepteras, är i Nya testamentet monogami den enda godtagbara familjeformen.
form='gamla'	lemma='gammal'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	I det nya skattesystemet bibehålls den gamla regeln att skattskyldig som bara har folkpension, inte påförs någon skatt.
form='gamla'	lemma='gammal'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	De gamla två- och femkronorsmynten blir inte ogiltiga, men de finns bara i mycket litet antal.
form='urgamla'	lemma='urgammal'	Case=Nom|Degree=Pos	in_treebanks={None}	För Sveriges del skulle det innebära att vi formellt sett kommer i konflikt med vår urgamla rätt att oss själva beskatta etc när vi sänder en procent av momsen till EEC-potten.
form='företagsamma'	lemma='företagsam'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	De hyresgäster som är företagsamma nog att klaga över hyran hos hyresnämnden har belönats med skiftande och ofta för hyresgästerna ogynnsamma tolkningar av lagen.
form='tacksamma'	lemma='tacksam'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Soldaterna bör vara tacksamma mot sin forne kompanichef ...
form='tveksamma'	lemma='tveksam'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	När man talar med svenska experter om detta ställer de flesta sig ganska tveksamma:
